id,quote
104,"Ho spiegato alla nazione che, affinché un califfo, che si immagina incaricato di istituire uno Stato islamico, compia il suo dovere, lo Stato della Turchia e il suo manipolo di abitanti non possono essere sottoposti agli ordini del califfo. La nazione non può acconsentire a questo! Il popolo turco non può assumersi una responsabilità così grande, un dovere così illogico. Per secoli la nostra nazione è stata guidata da questo incredibile punto di vista. Ma cosa è successo? Ha lasciato milioni di persone ovunque sia andato. Sapete quanti figli di Anatolia sono morti nei deserti dello Yemen? Sapete quante persone sono morte per proteggere la Siria, l'Iraq, per trovare riparo in Egitto, per resistere in Africa? Coloro che pensano che il Califfo debba essere sfidato dal mondo e che debba essere responsabile di tutti gli affari islamici dovrebbero chiedere questo compito non solo al popolo dell'Anatolia, ma anche alle grandi masse islamiche, che sono otto o dieci volte più numerose! La nuova Turchia e il popolo della nuova Turchia non hanno più nulla a cui pensare se non la propria vita e la propria felicità... Ho fatto la seguente dichiarazione per sottolineare un altro punto agli occhi del popolo: supponiamo per un momento, ho detto, che la Turchia accetti il dovere in questione... Supponiamo per un momento, ho detto, che la Turchia accetti il compito in questione... Che marci verso l'obiettivo di unire l'intero mondo islamico in un unico punto, e che ci riesca anche! Molto bene, ma se le nazioni che vogliamo prendere sotto la nostra sovranità dicono: ""Grazie per i vostri grandi servizi e la vostra assistenza, ma vogliamo rimanere indipendenti. Non riteniamo opportuno che qualcuno interferisca con la nostra indipendenza e sovranità, siamo in grado di autodeterminarci e di autogovernarci! In tal caso, tutto il lavoro e il sacrificio del popolo turco saranno sacrificati solo per ricevere ringraziamenti e preghiere? Si è visto che volevano distruggere il popolo turco per un capriccio, per un'illusione, per un sogno. Questa era la natura dell'idea di dare doveri e poteri al Califfato e al Califfo."
105,"Non c'è un padrone sulla nazione, c'è il servizio. Chi serve la nazione ne diventa il padrone."
106,La nostra guida nella vita politica e sociale della nostra nazione e nell'educazione intellettuale della nostra nazione sarà la scienza e la tecnica.
107,"Il nostro ideale nazionale è sviluppare l'alto carattere, l'instancabile operosità, l'intelligenza innata, la devozione alla scienza, l'amore per le belle arti e il senso di unità nazionale della nostra nazione, alimentandoli costantemente con tutti i mezzi e le misure. Questo ideale, che si addice molto alla nazione turca, la condurrà al successo nell'adempimento del suo dovere civile di assicurare la vera pace per tutta l'umanità."
108,Il destino di coloro che non obbediscono alla volontà e alle aspirazioni della nazione è la delusione e l'annientamento.
109,"Le aspirazioni e la volontà nazionale non sono il pensiero di un singolo individuo, ma l'unità dei desideri e delle aspirazioni di tutti i membri della nazione."
110,Devo alla mia coscienza e al mio onore dare la vita per il bene della sovranità nazionale.
111,"L'obiettivo nazionale è chiaro. Non è difficile trovare modi per raggiungerlo. L'importante è lavorare su questi percorsi difficili. Si può dire che non abbiamo bisogno di nulla. Abbiamo bisogno di una sola cosa: Lavorare sodo. Se analizziamo le nostre malattie sociali, non possiamo scoprire nessun'altra malattia più importante: questa è la malattia. Pertanto, il nostro primo compito è quello di curare questa malattia in modo fondamentale. Rendere la nazione industriosa. La ricchezza e la sua naturale conseguenza, la prosperità e la felicità, sono un diritto di chi lavora e solo di chi lavora."
112,Non possiamo abbandonare la nostra difesa nazionale finché le bandiere dei nemici non saranno ritirate dai focolari dei nostri padri. Siamo obbligati a continuare la nostra lotta finché i soldati nemici cammineranno nei templi di Istanbul e finché i piedi degli uomini stranieri non saranno rimossi dalle terre della nostra patria.
113,"Chi non è allegro viene sospettato in due modi. O è malato, o ha un'illusione di cui non vuole informare gli altri."
114,"Nessuna forza può salvare una nazione che vuole morire. La nazione turca non vuole morire; vivrà sempre, signori!"
115,Una società composta da persone con la volontà comune di proteggere il patrimonio e mantenerlo insieme è chiamata nazione.
116,"Gli amici sinceri sono condannati a una tortura dai loro cari, e questa tortura consiste nell'ascoltare i problemi dei loro cari."
117,"Noi onoriamo ogni opinione, purché sia sincera e legittima. Per noi ogni opinione è onorevole. Per quanto grandi possano essere le vittorie politiche e militari, se non sono coronate da vittorie economiche, le conquiste ottenute non possono sopravvivere e durare."
118,La completa indipendenza è l'essenza del dovere che ci siamo assunti oggi. Questo dovere è dovuto all'intera nazione e alla storia.
119,"Quando la storia racconterà la Rivoluzione turca, dirà innanzitutto che è stata una liberazione. Tra le varie fasi di questa emancipazione, verrà menzionata soprattutto l'emancipazione delle donne."
120,"Scrivere la storia è importante quanto fare la storia. Se lo scrittore non è fedele al creatore, la verità immutabile assumerà una natura che sconcerterà l'umanità."
121,"Il principio fondamentale è che la nazione turca deve vivere come una nazione con dignità e onore. Questo principio può essere garantito solo dalla piena indipendenza. Una nazione priva di indipendenza, per quanto ricca e prospera possa essere, non può essere degna di alcun comportamento superiore a quello di servo di fronte all'umanità civilizzata."
122,Non mi fermerò finché tutte le terre turche non saranno liberate.
123,"La pace in patria, la pace nel mondo, che è uno dei principi fondamentali della Repubblica turca, deve essere il fattore più essenziale per la prosperità e il progresso dell'umanità e della civiltà. È un atto onorevole per noi aver servito e servire questa causa al meglio delle nostre capacità."
124,Il primo obiettivo del governo turco è dare libertà e felicità al popolo e prendersi cura dei nostri soldati e della popolazione civile.
125,"Il fondamento della Repubblica di Turchia è la cultura. La cultura è leggere, capire, saper vedere, dare un senso a ciò che si vede, avere intuizioni, pensare, educare la mente."
126,"Dovremmo utilizzare ogni mezzo di pubblicazione per semplificare e arricchire la lingua turca e farla adottare dal pubblico. Ogni intellettuale dovrebbe essere in grado di prestare attenzione a questo aspetto quando scrive su qualsiasi argomento, e dovremmo rendere la nostra lingua parlata armoniosa e bella."
127,Il turco è una nazione che non accetta la schiavitù. La nazione turca non è mai stata prigioniera.
128,"I giovani turchi marceranno verso la meta, il nostro alto ideale, senza fermarsi, senza stancarsi. E noi saremo felici di vederlo."
129,La nazione turca ha dimostrato attraverso grandi eventi di essere una nazione innovativa e rivoluzionaria.
130,"La nazione turca è uno Stato governato da una repubblica, che è un'amministrazione popolare. Lo Stato turco è laico. Ogni adulto è libero di scegliere la propria religione."
131,"La lingua della nazione turca è il turco. La lingua turca è la più bella, la più ricca e la più facile del mondo. Per questo motivo, ogni turco ama molto la propria lingua e si sforza di farla crescere... La lingua turca è un tesoro sacro per la nazione turca. Perché la nazione turca si rende conto che la sua morale, le sue tradizioni, i suoi ricordi, i suoi interessi, in breve, tutto ciò che la rende una nazione oggi è conservato grazie alla sua lingua. La lingua turca è il cuore e la mente della nazione turca."
132,"...C'è un altro aspetto della nazione turca che sembra essere comune. Infatti, se si presta attenzione, i turchi hanno più o meno la stessa morale. Questa alta moralità è diversa da quella di qualsiasi altra nazione. La morale gioca un ruolo molto importante nella formazione di una nazione. Per comprendere questa importanza, non sarebbe eccessivo spendere qualche parola sulla moralità. Quando parlo di moralità, non intendo i consigli scritti nei libri di morale, perché le cose che facciamo e quelle che ci asteniamo dal fare, che chiamiamo moralità, sono precedenti a quelle scritte nei libri o raccomandate da alcuni insegnanti di morale, e vengono fatte dalle persone a prescindere da quelle parole, da quei consigli, senza prestarvi attenzione. Il business è il giudice, il superiore del teorico. Come applicare le regole della morale si può capire dopo aver visto e sperimentato le cose che si intendono per morali."
133,L'amministrazione più adatta alla natura e ai costumi della nazione turca è quella repubblicana.
134,"Nel cammino di progresso e civiltà che la nazione turca sta percorrendo, la fiaccola che tiene in mano e nella mente è la conoscenza scientifica."
135,"Il nazionalismo turco è la conservazione delle caratteristiche speciali e dell'identità indipendente della società turca, mentre cammina in parallelo e in armonia con tutte le nazioni moderne nei contatti e nelle relazioni internazionali sulla strada del progresso e dello sviluppo."
136,"È un evento piacevole per tutti noi vedere che le Istituzioni di Storia e Lingua Turca sono diventate istituzioni scientifiche molto preziose e importanti che illuminano l'esistenza nazionale turca. La Società Storica ha già iniziato a svolgere la sua missione culturale nei confronti di tutto il mondo scientifico con i congressi che ha organizzato, le mostre che ha allestito e i manufatti che ha portato alla luce attraverso gli scavi in Turchia."
137,"Nell'accezione della Repubblica di Turchia, la donna, come in tutta la storia turca, è un essere elevato e onorevole al di sopra di tutto, che occupa la posizione più prestigiosa."
138,Il popolo turco che ha fondato la Repubblica di Turchia è chiamato nazione turca.
139,L'indipendenza dello Stato turco è sacra. Deve essere garantita e protetta per sempre.
140,Sarò molto felice se la Turchia darà il buon esempio con la sua lotta contro l'imperialismo.
141,"Il popolo turco è l'eroico figlio di una nazione che ha vissuto libera e indipendente per secoli e che ha considerato l'indipendenza una necessità di vita. Questa nazione non ha vissuto, non può vivere e non vivrà senza indipendenza."
142,I turchi sono amici di tutte le nazioni civilizzate.
143,"La dignità, l'onore e la capacità dei Turchi sono molto alti e grandi. Per una nazione di questo tipo è meglio morire che vivere in cattività. Quindi, o indipendenza o morte!"
144,La guerra è un omicidio se non è minacciata la vita della nazione.
145,"Il successo sulla strada della civiltà dipende dall'innovazione. Questa è l'unica via di sviluppo e di progresso per avere successo nella vita sociale, nella vita economica, nella scienza e nella scienza."
146,"Camminare sul sentiero della civiltà e avere successo è una condizione di vita. Coloro che si fermano su questo sentiero, o che sono abbastanza ignoranti e sciocchi da guardare indietro anziché avanti, sono destinati ad annegare sotto l'impetuoso diluvio della civiltà."
147,La libertà di coscienza è assoluta e inviolabile e deve essere riconosciuta come uno dei più importanti diritti naturali dell'individuo.
148,"Accettare il patrocinio e il sostegno di uno Stato straniero non è altro che un'ammissione di incompetenza e di ignavia, di mancanza di qualità umane."
149,Non consideriamo mai sufficiente ciò che abbiamo fatto. Perché siamo obbligati e determinati a fare di più e di più. Eleveremo il nostro Paese al livello dei Paesi più prosperi e civilizzati del mondo. Forniremo alla nostra nazione i più ampi mezzi e fonti di prosperità. Eleveremo la nostra cultura nazionale al di sopra del livello della civiltà contemporanea.
150,"La vita è breve. Il matrimonio è il modo in cui le persone generalmente ritengono opportuno celebrarlo e coronarlo. Coloro che non seguono questa regola generale sono pochi e molto distanti tra loro. Quelli che fanno eccezione a questa regola sono quelli che sono infelici, non per la cattiveria della regola originale, ma perché sono influenzati da ragioni che impediscono loro di credere in questa buona regola, forse perché hanno paura di sposarsi. È un fatto innegabile che le persone, la vita, non possono esistere senza le donne. Chi è sposato si è assicurato l'elemento indispensabile della vita e ha indirizzato tutti i suoi pensieri e desideri verso uno scopo, una professione, una meta. Che la fortuna favorisca i cuori e le anime degli sposi!"
151,"Il cuore di una persona appena sposata è pieno di vita, amore e felicità. È il momento più prezioso. Le persone ricordano questi momenti luminosi e gioiosi come un evento storico e molto importante della loro vita, sentendosi sempre allo stesso modo fino alla morte. Non l'ho provato, ma sono arrivata a questa conclusione perché ho studiato un po' la vita e le persone. Chi ha visto alcuni dei vari aspetti della vita, inevitabilmente osserverà gli aspetti inesplorati dopo il matrimonio. Questa osservazione può essere molto dolce o molto amara."
152,"Per donna povera si intende una donna che non ha nulla. Tuttavia, l'essere chiamato donna è di per sé un essere elevato. Non può essere povera. Chiamare una donna povera significa che la povertà dell'intera umanità proviene dal suo seno."
153,"Una caratteristica storica della nazione turca, che è una società umana di alto livello, è quella di amare le belle arti e di eccellere in esse. Per questo motivo, è nostro ideale nazionale coltivare e sviluppare l'alto carattere, l'instancabile operosità, l'intelligenza naturale, la devozione alla scienza, l'amore per le belle arti e il senso di unità nazionale della nostra nazione in modo continuo e con tutti i mezzi e le misure."
154,"Nei prossimi anni ci impegneremo maggiormente per raggiungere un livello di cultura elevato e rivoluzionario. È un chiaro desiderio della nostra politica principale quello di far crescere una generazione virtuosa e forte, basata sulle fondamenta delle scienze fisiche, amante delle belle arti e abile nell'educazione fisica e in quella intellettuale."
155,"Un tempo sfogliavo i libri e volevo capire cosa dicevano i filosofi sulla vita. Alcuni di loro vedevano tutto nero. ""Poiché non siamo nulla e arriveremo a zero, non c'è spazio per la gioia e la felicità durante la vita temporanea sulla terra"", dicevano. Ho letto altri libri, scritti da uomini più saggi. Dicevano: ""Visto che la fine è comunque zero, cerchiamo almeno di essere gioiosi e allegri finché viviamo"". Dal punto di vista del mio carattere, mi piace la seconda visione della vita, ma entro questi limiti: Un uomo che vede l'esistenza di tutta l'umanità nella propria persona è patetico. Ovviamente quell'uomo perirà come individuo. Ciò che è necessario a un uomo per essere soddisfatto e felice finché vive non è lavorare per se stesso, ma per coloro che verranno dopo di lui. Un uomo comprensivo può agire solo in questo modo. Il piacere e la felicità completi nella vita si possono trovare solo lavorando per l'onore, l'esistenza e la felicità delle generazioni future..."
